source_dir,shape,method,runtime
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,default_128,Baseline Triton1,0.686621
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,small_7,Baseline Triton1,0.271848
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,irregular_257,Baseline Triton1,1.132989
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,default_128,Baseline Triton2,0.298299
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,small_7,Baseline Triton2,0.195891
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,irregular_257,Baseline Triton2,0.444944
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,default_128,Optimized Triton,0.010961
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,small_7,Optimized Triton,0.011068
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,irregular_257,Optimized Triton,0.011483
l2_43_Conv3d_Max_LogSumExp_ReLU,small,Reference (PyTorch/ACL),0.642187
l2_43_Conv3d_Max_LogSumExp_ReLU,medium,Reference (PyTorch/ACL),4.393136
l2_43_Conv3d_Max_LogSumExp_ReLU,default,Reference (PyTorch/ACL),57.263958
l2_43_Conv3d_Max_LogSumExp_ReLU,small,Baseline Triton1,inf
l2_43_Conv3d_Max_LogSumExp_ReLU,medium,Baseline Triton1,inf
l2_43_Conv3d_Max_LogSumExp_ReLU,default,Baseline Triton1,inf
l2_43_Conv3d_Max_LogSumExp_ReLU,small,Baseline Triton2,inf
l2_43_Conv3d_Max_LogSumExp_ReLU,medium,Baseline Triton2,inf
l2_43_Conv3d_Max_LogSumExp_ReLU,default,Baseline Triton2,inf
l2_43_Conv3d_Max_LogSumExp_ReLU,small,Optimized Triton,0.45391
l2_43_Conv3d_Max_LogSumExp_ReLU,medium,Optimized Triton,4.665996
l2_43_Conv3d_Max_LogSumExp_ReLU,default,Optimized Triton,60.777836
l2_45_Gemm_Sigmoid_Sum_LogSumExp,default_B128_K10_H20,Reference (PyTorch/ACL),0.300901
l2_45_Gemm_Sigmoid_Sum_LogSumExp,boundary_B17_K10_H20,Reference (PyTorch/ACL),0.283041
l2_45_Gemm_Sigmoid_Sum_LogSumExp,aligned_B64_K16_H32,Reference (PyTorch/ACL),0.285604
l2_45_Gemm_Sigmoid_Sum_LogSumExp,default_B128_K10_H20,Baseline Triton1,0.353859
l2_45_Gemm_Sigmoid_Sum_LogSumExp,boundary_B17_K10_H20,Baseline Triton1,0.097949
l2_45_Gemm_Sigmoid_Sum_LogSumExp,aligned_B64_K16_H32,Baseline Triton1,0.15298
l2_45_Gemm_Sigmoid_Sum_LogSumExp,default_B128_K10_H20,Baseline Triton2,0.514104
l2_45_Gemm_Sigmoid_Sum_LogSumExp,boundary_B17_K10_H20,Baseline Triton2,0.266649
l2_45_Gemm_Sigmoid_Sum_LogSumExp,aligned_B64_K16_H32,Baseline Triton2,0.229801
l2_45_Gemm_Sigmoid_Sum_LogSumExp,default_B128_K10_H20,Optimized Triton,0.078209
l2_45_Gemm_Sigmoid_Sum_LogSumExp,boundary_B17_K10_H20,Optimized Triton,0.073361
l2_45_Gemm_Sigmoid_Sum_LogSumExp,aligned_B64_K16_H32,Optimized Triton,0.065873
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,small_direct,Reference (PyTorch/ACL),0.419981
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,irregular_direct,Reference (PyTorch/ACL),0.364125
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,default_persistent_boundary,Reference (PyTorch/ACL),85.747398
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,small_direct,Baseline Triton1,10.864983
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,irregular_direct,Baseline Triton1,6.72775
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,default_persistent_boundary,Baseline Triton1,0.029898
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,small_direct,Baseline Triton2,10.875407
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,irregular_direct,Baseline Triton2,6.755273
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,default_persistent_boundary,Baseline Triton2,0.028505
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,small_direct,Optimized Triton,0.420399
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,irregular_direct,Optimized Triton,0.362723
l2_46_Conv2d_Subtract_Tanh_Subtract_AvgPool,default_persistent_boundary,Optimized Triton,0.028576
l2_47_Conv3d_Mish_Tanh,tiny,Reference (PyTorch/ACL),0.146255
l2_47_Conv3d_Mish_Tanh,irregular,Reference (PyTorch/ACL),0.15924
l2_47_Conv3d_Mish_Tanh,default,Reference (PyTorch/ACL),55.902035
l2_47_Conv3d_Mish_Tanh,tiny,Baseline Triton1,0.144988
l2_47_Conv3d_Mish_Tanh,irregular,Baseline Triton1,0.160164
l2_47_Conv3d_Mish_Tanh,default,Baseline Triton1,60.298351
l2_47_Conv3d_Mish_Tanh,tiny,Baseline Triton2,0.136237
l2_47_Conv3d_Mish_Tanh,irregular,Baseline Triton2,0.151961
l2_47_Conv3d_Mish_Tanh,default,Baseline Triton2,56.362362
l2_47_Conv3d_Mish_Tanh,tiny,Optimized Triton,0.13877
l2_47_Conv3d_Mish_Tanh,irregular,Optimized Triton,0.154202
l2_47_Conv3d_Mish_Tanh,default,Optimized Triton,57.106045
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,small,Reference (PyTorch/ACL),0.315372
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,medium,Reference (PyTorch/ACL),2.155447
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,default,Reference (PyTorch/ACL),46.876396
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,small,Baseline Triton,2.079632
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,medium,Baseline Triton,22.577723
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,default,Baseline Triton,973.403809
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,small,Optimized Triton,0.212052
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,medium,Optimized Triton,1.982612
l2_48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,default,Optimized Triton,35.4035
l2_49_ConvTranspose3d_Softmax_Sigmoid,tiny_triton_path,Reference (PyTorch/ACL),0.157085
l2_49_ConvTranspose3d_Softmax_Sigmoid,small_triton_path,Reference (PyTorch/ACL),0.23853
l2_49_ConvTranspose3d_Softmax_Sigmoid,default_acl_path,Reference (PyTorch/ACL),41.180523
l2_49_ConvTranspose3d_Softmax_Sigmoid,tiny_triton_path,Baseline Triton1,0.217897
l2_49_ConvTranspose3d_Softmax_Sigmoid,small_triton_path,Baseline Triton1,0.624978
l2_49_ConvTranspose3d_Softmax_Sigmoid,default_acl_path,Baseline Triton1,inf
l2_49_ConvTranspose3d_Softmax_Sigmoid,tiny_triton_path,Baseline Triton2,0.222244
l2_49_ConvTranspose3d_Softmax_Sigmoid,small_triton_path,Baseline Triton2,0.611228
l2_49_ConvTranspose3d_Softmax_Sigmoid,default_acl_path,Baseline Triton2,inf
l2_49_ConvTranspose3d_Softmax_Sigmoid,tiny_triton_path,Optimized Triton,0.19326
l2_49_ConvTranspose3d_Softmax_Sigmoid,small_triton_path,Optimized Triton,0.561445
l2_49_ConvTranspose3d_Softmax_Sigmoid,default_acl_path,Optimized Triton,41.257828
l2_4_Conv2d_Mish_Mish,small_direct,Reference (PyTorch/ACL),0.209302
l2_4_Conv2d_Mish_Mish,medium_direct,Reference (PyTorch/ACL),0.777263
l2_4_Conv2d_Mish_Mish,default_shape,Reference (PyTorch/ACL),133.465439
l2_4_Conv2d_Mish_Mish,small_direct,Baseline Triton1,inf
l2_4_Conv2d_Mish_Mish,medium_direct,Baseline Triton1,inf
l2_4_Conv2d_Mish_Mish,default_shape,Baseline Triton1,inf
l2_4_Conv2d_Mish_Mish,small_direct,Baseline Triton2,0.187384
l2_4_Conv2d_Mish_Mish,medium_direct,Baseline Triton2,0.700985
l2_4_Conv2d_Mish_Mish,default_shape,Baseline Triton2,123.385773
l2_4_Conv2d_Mish_Mish,small_direct,Optimized Triton,0.210989
l2_4_Conv2d_Mish_Mish,medium_direct,Optimized Triton,0.776012
l2_4_Conv2d_Mish_Mish,default_shape,Optimized Triton,133.554504
l2_52_Conv2d_Activation_BatchNorm,direct_tiny,Reference (PyTorch/ACL),0.264229
l2_52_Conv2d_Activation_BatchNorm,direct_irregular,Reference (PyTorch/ACL),0.422897
l2_52_Conv2d_Activation_BatchNorm,persistent_default,Reference (PyTorch/ACL),111.227417
l2_52_Conv2d_Activation_BatchNorm,direct_tiny,Baseline Triton1,0.19995
l2_52_Conv2d_Activation_BatchNorm,direct_irregular,Baseline Triton1,0.267303
l2_52_Conv2d_Activation_BatchNorm,persistent_default,Baseline Triton1,42.782085
l2_52_Conv2d_Activation_BatchNorm,direct_tiny,Baseline Triton2,0.213662
l2_52_Conv2d_Activation_BatchNorm,direct_irregular,Baseline Triton2,0.279676
l2_52_Conv2d_Activation_BatchNorm,persistent_default,Baseline Triton2,39.964504
l2_52_Conv2d_Activation_BatchNorm,direct_tiny,Optimized Triton,0.210264
l2_52_Conv2d_Activation_BatchNorm,direct_irregular,Optimized Triton,0.27442
l2_52_Conv2d_Activation_BatchNorm,persistent_default,Optimized Triton,40.374432
l2_53_Gemm_Scaling_Hardtanh_GELU,small,Reference (PyTorch/ACL),0.346292
l2_53_Gemm_Scaling_Hardtanh_GELU,irregular,Reference (PyTorch/ACL),0.401919
l2_53_Gemm_Scaling_Hardtanh_GELU,target,Reference (PyTorch/ACL),32.898743
l2_53_Gemm_Scaling_Hardtanh_GELU,small,Baseline Triton1,0.362505
l2_53_Gemm_Scaling_Hardtanh_GELU,irregular,Baseline Triton1,0.526113
l2_53_Gemm_Scaling_Hardtanh_GELU,target,Baseline Triton1,36.758179
l2_53_Gemm_Scaling_Hardtanh_GELU,small,Baseline Triton2,0.332907
l2_53_Gemm_Scaling_Hardtanh_GELU,irregular,Baseline Triton2,0.389573
l2_53_Gemm_Scaling_Hardtanh_GELU,target,Baseline Triton2,33.551254
l2_53_Gemm_Scaling_Hardtanh_GELU,small,Optimized Triton,0.317968
l2_53_Gemm_Scaling_Hardtanh_GELU,irregular,Optimized Triton,0.360715
l2_53_Gemm_Scaling_Hardtanh_GELU,target,Optimized Triton,33.437344
l2_54_Conv2d_Multiply_LeakyReLU_GELU,small_2x64x64,Reference (PyTorch/ACL),0.491543
l2_54_Conv2d_Multiply_LeakyReLU_GELU,irregular_3x64x70,Reference (PyTorch/ACL),1.003195
l2_54_Conv2d_Multiply_LeakyReLU_GELU,target_64x256,Reference (PyTorch/ACL),89.027657
l2_54_Conv2d_Multiply_LeakyReLU_GELU,small_2x64x64,Baseline Triton1,2.548235
l2_54_Conv2d_Multiply_LeakyReLU_GELU,irregular_3x64x70,Baseline Triton1,4.482508
l2_54_Conv2d_Multiply_LeakyReLU_GELU,target_64x256,Baseline Triton1,1165.89856
l2_54_Conv2d_Multiply_LeakyReLU_GELU,small_2x64x64,Baseline Triton2,0.581859
l2_54_Conv2d_Multiply_LeakyReLU_GELU,irregular_3x64x70,Baseline Triton2,1.063988
l2_54_Conv2d_Multiply_LeakyReLU_GELU,target_64x256,Baseline Triton2,79.043129
l2_54_Conv2d_Multiply_LeakyReLU_GELU,small_2x64x64,Optimized Triton,0.624289
l2_54_Conv2d_Multiply_LeakyReLU_GELU,irregular_3x64x70,Optimized Triton,1.269771
l2_54_Conv2d_Multiply_LeakyReLU_GELU,target_64x256,Optimized Triton,168.715775
l2_55_Matmul_MaxPool_Sum_Scale,small_fallback,Reference (PyTorch/ACL),0.11854
l2_55_Matmul_MaxPool_Sum_Scale,irregular_acl,Reference (PyTorch/ACL),0.125548
l2_55_Matmul_MaxPool_Sum_Scale,default_acl,Reference (PyTorch/ACL),48.042503
l2_55_Matmul_MaxPool_Sum_Scale,small_fallback,Baseline Triton1,1.025326
l2_55_Matmul_MaxPool_Sum_Scale,irregular_acl,Baseline Triton1,1.560702
l2_55_Matmul_MaxPool_Sum_Scale,default_acl,Baseline Triton1,inf
l2_55_Matmul_MaxPool_Sum_Scale,small_fallback,Baseline Triton2,inf
l2_55_Matmul_MaxPool_Sum_Scale,irregular_acl,Baseline Triton2,inf
l2_55_Matmul_MaxPool_Sum_Scale,default_acl,Baseline Triton2,inf
l2_55_Matmul_MaxPool_Sum_Scale,small_fallback,Optimized Triton,0.122819
l2_55_Matmul_MaxPool_Sum_Scale,irregular_acl,Optimized Triton,0.121913
l2_55_Matmul_MaxPool_Sum_Scale,default_acl,Optimized Triton,47.546478
l2_55_Matmul_MaxPool_Sum_Scale,small_fallback,Optimized TritonFallback,0.103357
l2_55_Matmul_MaxPool_Sum_Scale,irregular_acl,Optimized TritonFallback,0.170513
l2_55_Matmul_MaxPool_Sum_Scale,default_acl,Optimized TritonFallback,inf
l2_56_Matmul_Sigmoid_Sum,tiny_irregular,Reference (PyTorch/ACL),0.088836
l2_56_Matmul_Sigmoid_Sum,small_aligned,Reference (PyTorch/ACL),0.151457
l2_56_Matmul_Sigmoid_Sum,medium_largeK,Reference (PyTorch/ACL),0.763062
l2_56_Matmul_Sigmoid_Sum,default,Reference (PyTorch/ACL),47.104095
l2_56_Matmul_Sigmoid_Sum,tiny_irregular,Baseline Triton1,0.148744
l2_56_Matmul_Sigmoid_Sum,small_aligned,Baseline Triton1,1.783258
l2_56_Matmul_Sigmoid_Sum,medium_largeK,Baseline Triton1,24.852236
l2_56_Matmul_Sigmoid_Sum,default,Baseline Triton1,4728.518555
l2_56_Matmul_Sigmoid_Sum,tiny_irregular,Baseline Triton2,0.161041
l2_56_Matmul_Sigmoid_Sum,small_aligned,Baseline Triton2,1.791307
l2_56_Matmul_Sigmoid_Sum,medium_largeK,Baseline Triton2,24.25112
l2_56_Matmul_Sigmoid_Sum,default,Baseline Triton2,4454.611816
l2_56_Matmul_Sigmoid_Sum,tiny_irregular,Optimized Triton,0.091784
l2_56_Matmul_Sigmoid_Sum,small_aligned,Optimized Triton,0.236409
l2_56_Matmul_Sigmoid_Sum,medium_largeK,Optimized Triton,2.9619
l2_56_Matmul_Sigmoid_Sum,default,Optimized Triton,702.0495
l2_57_Conv2d_ReLU_HardSwish,default,Reference (PyTorch/ACL),46.918804
l2_57_Conv2d_ReLU_HardSwish,small_irregular,Reference (PyTorch/ACL),0.535934
l2_57_Conv2d_ReLU_HardSwish,batch1,Reference (PyTorch/ACL),0.206875
l2_57_Conv2d_ReLU_HardSwish,default,Baseline Triton1,18.718069
l2_57_Conv2d_ReLU_HardSwish,small_irregular,Baseline Triton1,0.269839
l2_57_Conv2d_ReLU_HardSwish,batch1,Baseline Triton1,0.115719
l2_57_Conv2d_ReLU_HardSwish,default,Baseline Triton2,inf
l2_57_Conv2d_ReLU_HardSwish,small_irregular,Baseline Triton2,inf
l2_57_Conv2d_ReLU_HardSwish,batch1,Baseline Triton2,inf
l2_57_Conv2d_ReLU_HardSwish,default,Optimized Triton,17.887016
l2_57_Conv2d_ReLU_HardSwish,small_irregular,Optimized Triton,0.245997
l2_57_Conv2d_ReLU_HardSwish,batch1,Optimized Triton,0.123684
l2_59_Matmul_Swish_Scaling,small_4x1024x1024,Reference (PyTorch/ACL),0.09041
l2_59_Matmul_Swish_Scaling,medium_16x4096x4096,Reference (PyTorch/ACL),0.387783
l2_59_Matmul_Swish_Scaling,default_128x32768x32768,Reference (PyTorch/ACL),23.343973
l2_59_Matmul_Swish_Scaling,small_4x1024x1024,Baseline Triton1,0.173191
l2_59_Matmul_Swish_Scaling,medium_16x4096x4096,Baseline Triton1,1.163948
l2_59_Matmul_Swish_Scaling,default_128x32768x32768,Baseline Triton1,68.357521
l2_59_Matmul_Swish_Scaling,small_4x1024x1024,Baseline Triton2,inf
l2_59_Matmul_Swish_Scaling,medium_16x4096x4096,Baseline Triton2,inf
l2_59_Matmul_Swish_Scaling,default_128x32768x32768,Baseline Triton2,inf
l2_59_Matmul_Swish_Scaling,small_4x1024x1024,Optimized Triton,0.168977
l2_59_Matmul_Swish_Scaling,medium_16x4096x4096,Optimized Triton,1.163936
l2_59_Matmul_Swish_Scaling,default_128x32768x32768,Optimized Triton,68.049301
l2_5_ConvTranspose2d_Subtract_Tanh,direct_1x64x16x16,Reference (PyTorch/ACL),0.328616
l2_5_ConvTranspose2d_Subtract_Tanh,irregular_2x64x17x19,Reference (PyTorch/ACL),0.370532
l2_5_ConvTranspose2d_Subtract_Tanh,default_32x64x256x256,Reference (PyTorch/ACL),261.502228
l2_5_ConvTranspose2d_Subtract_Tanh,direct_1x64x16x16,Baseline Triton1,inf
l2_5_ConvTranspose2d_Subtract_Tanh,irregular_2x64x17x19,Baseline Triton1,inf
l2_5_ConvTranspose2d_Subtract_Tanh,default_32x64x256x256,Baseline Triton1,inf
l2_5_ConvTranspose2d_Subtract_Tanh,direct_1x64x16x16,Baseline Triton2,inf
l2_5_ConvTranspose2d_Subtract_Tanh,irregular_2x64x17x19,Baseline Triton2,inf
l2_5_ConvTranspose2d_Subtract_Tanh,default_32x64x256x256,Baseline Triton2,inf
l2_5_ConvTranspose2d_Subtract_Tanh,direct_1x64x16x16,Optimized Triton,0.285827
l2_5_ConvTranspose2d_Subtract_Tanh,irregular_2x64x17x19,Optimized Triton,0.342336
l2_5_ConvTranspose2d_Subtract_Tanh,default_32x64x256x256,Optimized Triton,245.712112
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Reference (PyTorch/ACL),0.371594
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Reference (PyTorch/ACL),1.992639
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Reference (PyTorch/ACL),166.034973
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Baseline Triton1,0.592973
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Baseline Triton1,3.963478
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Baseline Triton1,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Baseline Triton2,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Baseline Triton2,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Baseline Triton2,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Optimized Triton,0.372314
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Optimized Triton,2.004239
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Optimized Triton,165.882019
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Reference (PyTorch/ACL),0.372386
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Reference (PyTorch/ACL),2.001159
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Reference (PyTorch/ACL),165.549393
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Baseline Triton1,0.59391
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Baseline Triton1,3.979143
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Baseline Triton1,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Baseline Triton2,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Baseline Triton2,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Baseline Triton2,inf
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,tiny_triton_path,Optimized Triton,0.372092
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,medium_acl_path,Optimized Triton,2.00432
l2_60_ConvTranspose3d_Swish_GroupNorm_HardSwish,default_required,Optimized Triton,166.08403
l2_61_ConvTranspose3d_ReLU_GroupNorm,tiny,Reference (PyTorch/ACL),0.303248
l2_61_ConvTranspose3d_ReLU_GroupNorm,medium,Reference (PyTorch/ACL),0.851347
l2_61_ConvTranspose3d_ReLU_GroupNorm,target,Reference (PyTorch/ACL),62.851131
l2_61_ConvTranspose3d_ReLU_GroupNorm,tiny,Baseline Triton1,0.518374
l2_61_ConvTranspose3d_ReLU_GroupNorm,medium,Baseline Triton1,0.999444
l2_61_ConvTranspose3d_ReLU_GroupNorm,target,Baseline Triton1,inf
l2_61_ConvTranspose3d_ReLU_GroupNorm,tiny,Baseline Triton2,inf
l2_61_ConvTranspose3d_ReLU_GroupNorm,medium,Baseline Triton2,inf
l2_61_ConvTranspose3d_ReLU_GroupNorm,target,Baseline Triton2,inf
l2_61_ConvTranspose3d_ReLU_GroupNorm,tiny,Optimized Triton,0.303469
l2_61_ConvTranspose3d_ReLU_GroupNorm,medium,Optimized Triton,0.863194
l2_61_ConvTranspose3d_ReLU_GroupNorm,target,Optimized Triton,53.102151
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,small,Reference (PyTorch/ACL),0.452924
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,medium,Reference (PyTorch/ACL),0.991548
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,irregular,Reference (PyTorch/ACL),0.557508
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,target,Reference (PyTorch/ACL),15.565829
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,small,Baseline Triton1,0.695273
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,medium,Baseline Triton1,3.306844
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,irregular,Baseline Triton1,1.376813
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,target,Baseline Triton1,169.703613
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,small,Baseline Triton2,inf
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,medium,Baseline Triton2,inf
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,irregular,Baseline Triton2,inf
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,target,Baseline Triton2,inf
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,small,Optimized Triton,0.442858
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,medium,Optimized Triton,0.996576
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,irregular,Optimized Triton,0.617534
l2_62_Matmul_GroupNorm_LeakyReLU_Sum,target,Optimized Triton,15.398549
l2_63_Gemm_ReLU_Divide,small,Reference (PyTorch/ACL),0.076269
l2_63_Gemm_ReLU_Divide,irregular,Reference (PyTorch/ACL),0.097526
l2_63_Gemm_ReLU_Divide,target,Reference (PyTorch/ACL),105.70819
l2_63_Gemm_ReLU_Divide,small,Baseline Triton1,0.051078
l2_63_Gemm_ReLU_Divide,irregular,Baseline Triton1,0.078965
l2_63_Gemm_ReLU_Divide,target,Baseline Triton1,107.028905
l2_63_Gemm_ReLU_Divide,small,Baseline Triton2,inf
l2_63_Gemm_ReLU_Divide,irregular,Baseline Triton2,inf
l2_63_Gemm_ReLU_Divide,target,Baseline Triton2,inf
l2_63_Gemm_ReLU_Divide,small,Optimized Triton,0.052672
l2_63_Gemm_ReLU_Divide,irregular,Optimized Triton,0.080002
l2_63_Gemm_ReLU_Divide,target,Optimized Triton,105.571867
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,small,Reference (PyTorch/ACL),1.629233
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,medium,Reference (PyTorch/ACL),30.567839
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,target,Reference (PyTorch/ACL),223.839617
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,small,Baseline Triton1,0.313595
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,medium,Baseline Triton1,7.000385
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,target,Baseline Triton1,106.514735
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,small,Baseline Triton2,inf
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,medium,Baseline Triton2,inf
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,target,Baseline Triton2,inf
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,small,Optimized Triton,0.316928
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,medium,Optimized Triton,7.00118
l2_64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,target,Optimized Triton,106.121605
l2_65_Conv2d_AvgPool_Sigmoid_Sum,small,Reference (PyTorch/ACL),0.338654
l2_65_Conv2d_AvgPool_Sigmoid_Sum,irregular,Reference (PyTorch/ACL),0.388928
l2_65_Conv2d_AvgPool_Sigmoid_Sum,target,Reference (PyTorch/ACL),135.654602
l2_65_Conv2d_AvgPool_Sigmoid_Sum,small,Baseline Triton1,3.252927
l2_65_Conv2d_AvgPool_Sigmoid_Sum,irregular,Baseline Triton1,3.147664
l2_65_Conv2d_AvgPool_Sigmoid_Sum,target,Baseline Triton1,inf
l2_65_Conv2d_AvgPool_Sigmoid_Sum,small,Baseline Triton2,inf
l2_65_Conv2d_AvgPool_Sigmoid_Sum,irregular,Baseline Triton2,inf
l2_65_Conv2d_AvgPool_Sigmoid_Sum,target,Baseline Triton2,inf
l2_65_Conv2d_AvgPool_Sigmoid_Sum,small,Optimized Triton,0.342543
l2_65_Conv2d_AvgPool_Sigmoid_Sum,irregular,Optimized Triton,0.394206
l2_65_Conv2d_AvgPool_Sigmoid_Sum,target,Optimized Triton,137.190369
l2_66_Matmul_Dropout_Mean_Softmax,tiny,Reference (PyTorch/ACL),0.015772
l2_66_Matmul_Dropout_Mean_Softmax,default,Reference (PyTorch/ACL),0.01576
l2_66_Matmul_Dropout_Mean_Softmax,large_direct,Reference (PyTorch/ACL),0.018666
l2_66_Matmul_Dropout_Mean_Softmax,persistent_forced,Reference (PyTorch/ACL),0.018995
l2_66_Matmul_Dropout_Mean_Softmax,tiny,Baseline Triton1,0.011796
l2_66_Matmul_Dropout_Mean_Softmax,default,Baseline Triton1,0.010767
l2_66_Matmul_Dropout_Mean_Softmax,large_direct,Baseline Triton1,0.016579
l2_66_Matmul_Dropout_Mean_Softmax,persistent_forced,Baseline Triton1,0.014564
l2_66_Matmul_Dropout_Mean_Softmax,tiny,Baseline Triton2,inf
l2_66_Matmul_Dropout_Mean_Softmax,default,Baseline Triton2,inf
l2_66_Matmul_Dropout_Mean_Softmax,large_direct,Baseline Triton2,inf
l2_66_Matmul_Dropout_Mean_Softmax,persistent_forced,Baseline Triton2,inf
l2_66_Matmul_Dropout_Mean_Softmax,tiny,Optimized Triton,0.009842
l2_66_Matmul_Dropout_Mean_Softmax,default,Optimized Triton,0.010658
l2_66_Matmul_Dropout_Mean_Softmax,large_direct,Optimized Triton,0.013321
l2_66_Matmul_Dropout_Mean_Softmax,persistent_forced,Optimized Triton,0.013623
l2_67_Conv2d_GELU_GlobalAvgPool,small_32,Reference (PyTorch/ACL),0.173654
l2_67_Conv2d_GELU_GlobalAvgPool,medium_128,Reference (PyTorch/ACL),2.615391
l2_67_Conv2d_GELU_GlobalAvgPool,exact_256,Reference (PyTorch/ACL),85.133858
